PDV_ID;NOME;CATEGORIA;ENDERECO;LOCAL;ESTADO;NR_CAIXAS;CLASIFICACAO_1;CLASIFICACAO_2;CLASIFICACAO_3;CLASIFICACAO_4;CLASIFICACAO_5;CLASIFICACAO_6;CLASIFICACAO_7;CLASIFICACAO_8;CLASIFICACAO_9;CLASIFICACAO_10;PRIMEIRA_TRANS;ULTIMA_TRANS;CNPJ;RAZAO_SOCIAL;REDE;TIPO_LOJA;MARCA;REGIAO;DATA_PROMO;PODE_PROMO
7322;SUPERMERCADO COSTA AZUL LJ 322;AUTOSERVICIOS;RUA BEATTY, 959;FOZ DO IGUAÇU;PARANA;3;BRASIL;SUL;PARANA;INTERIOR;FOZ DO IGUAÇU;SUPERMERCADO;"";"";"";"";201603;202404;71119772572871;SUPERMERCADO COSTA AZUL LJ 322 EIRELI;REDE BETA;Supermercado;COSTA AZUL;PARANA INTERIOR;;NO PUEDE PROMOCIONAR
7323;SUPERMERCADO COSTA AZUL LJ 323;AUTOSERVICIOS;AVENIDA SCHUMM, 762;ITABUNA;BAHIA;7;BRASIL;NORDESTE;BAHIA;INTERIOR;ITABUNA;SUPERMERCADO;"";"";"";"";202002;202502;48082445928537;SUPERMERCADO COSTA AZUL LJ 323 EIRELI;REDE BETA;Supermercado;COSTA AZUL;BAHIA INTERIOR;202502;PUEDE PROMOCIONAR
7324;SUPERMERCADO COSTA AZUL LJ 324;AUTOSERVICIOS;R TROMP, 150;VITORIA DA CONQUISTA;BAHIA;3;BRASIL;NORDESTE;BAHIA;INTERIOR;VITORIA DA CONQUISTA;SUPERMERCADO;"";"";"";"";201607;202501;60853423052433;SUPERMERCADO COSTA AZUL LJ 324 EIRELI;REDE BETA;Supermercado;COSTA AZUL;BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
7325;SUPERMERCADO COSTA AZUL LJ 325;AUTOSERVICIOS;AVENIDA LIND, 682;VITORIA DA CONQUISTA;BAHIA;6;BRASIL;NORDESTE;BAHIA;INTERIOR;VITORIA DA CONQUISTA;SUPERMERCADO;"";"";"";"";201902;202504;30931942363652;SUPERMERCADO COSTA AZUL LJ 325 LTDA;REDE BETA;Supermercado;COSTA AZUL;BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
7326;SUPERMERCADO COSTA AZUL LJ 326;AUTOSERVICIOS;RUA KUPHAL, 91;NITEROI;RIO DE JANEIRO;7;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NITEROI;SUPERMERCADO;"";"";"";"";201709;202505;98885636145118;SUPERMERCADO COSTA AZUL LJ 326 EIRELI;REDE BETA;Supermercado;COSTA AZUL;RIO DE JANEIRO INTERIOR;202505;PUEDE PROMOCIONAR
7327;SUPERMERCADO COSTA AZUL LJ 327;AUTOSERVICIOS;RUA HOMENICK, 655;GRAVATAI;RIO GRANDE DO SUL;4;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;GRAVATAI;SUPERMERCADO;"";"";"";"";201807;202506;54763290128848;SUPERMERCADO COSTA AZUL LJ 327 EIRELI;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
7328;SUPERMERCADO COSTA AZUL LJ 328;AUTOSERVICIOS;R KUPHAL, 781;MARINGA;PARANA;2;BRASIL;SUL;PARANA;INTERIOR;MARINGA;SUPERMERCADO;"";"";"";"";201501;202401;17947201757941;SUPERMERCADO COSTA AZUL LJ 328 LTDA;REDE BETA;Supermercado;COSTA AZUL;PARANA INTERIOR;;NO PUEDE PROMOCIONAR
7329;SUPERMERCADO COSTA AZUL LJ 329;AUTOSERVICIOS;AV KOHLER, 100;DUQUE DE CAXIAS;RIO DE JANEIRO;6;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;DUQUE DE CAXIAS;SUPERMERCADO;"";"";"";"";202002;202509;55057920261739;SUPERMERCADO COSTA AZUL LJ 329 EIRELI;REDE BETA;Supermercado;COSTA AZUL;RIO DE JANEIRO INTERIOR;202509;PUEDE PROMOCIONAR
7330;SUPERMERCADO COSTA AZUL LJ 330;AUTOSERVICIOS;AVENIDA WITTING, 475;JUIZ DE FORA;MINAS GERAIS;5;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;JUIZ DE FORA;SUPERMERCADO;"";"";"";"";201707;202407;23474216152513;SUPERMERCADO COSTA AZUL LJ 330 EIRELI;REDE BETA;Supermercado;COSTA AZUL;MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
7331;SUPERMERCADO COSTA AZUL LJ 331;AUTOSERVICIOS;AV SCHAMBERGER, 939;LONDRINA;PARANA;7;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;SUPERMERCADO;"";"";"";"";202104;202506;50968536987334;SUPERMERCADO COSTA AZUL LJ 331 EIRELI;REDE BETA;Supermercado;COSTA AZUL;PARANA INTERIOR;202506;PUEDE PROMOCIONAR
7332;SUPERMERCADO COSTA AZUL LJ 332;AUTOSERVICIOS;AV BRADTKE, 823;DUQUE DE CAXIAS;RIO DE JANEIRO;1;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;DUQUE DE CAXIAS;SUPERMERCADO;"";"";"";"";201803;202504;87302034320974;SUPERMERCADO COSTA AZUL LJ 332 LTDA;REDE BETA;Supermercado;COSTA AZUL;RIO DE JANEIRO INTERIOR;202504;PUEDE PROMOCIONAR
7333;SUPERMERCADO COSTA AZUL LJ 333;AUTOSERVICIOS;RUA O'KEEFE, 838;DUQUE DE CAXIAS;RIO DE JANEIRO;1;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;DUQUE DE CAXIAS;SUPERMERCADO;"";"";"";"";201602;202505;66609419912556;SUPERMERCADO COSTA AZUL LJ 333 S.A.;REDE BETA;Supermercado;COSTA AZUL;RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
7334;SUPERMERCADO COSTA AZUL LJ 334;AUTOSERVICIOS;AV GLEICHNER-LEBSACK, 657;LONDRINA;PARANA;8;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;SUPERMERCADO;"";"";"";"";201709;202505;19916396225504;SUPERMERCADO COSTA AZUL LJ 334 S.A.;REDE BETA;Supermercado;COSTA AZUL;PARANA INTERIOR;202505;PUEDE PROMOCIONAR
7335;SUPERMERCADO COSTA AZUL LJ 335;AUTOSERVICIOS;RUA HETTINGER, 943;SAO JOSE DOS CAMPOS;SAO PAULO;5;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SAO JOSE DOS CAMPOS;SUPERMERCADO;"";"";"";"";201706;202404;36416961633121;SUPERMERCADO COSTA AZUL LJ 335 LTDA;REDE BETA;Supermercado;COSTA AZUL;SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
7336;SUPERMERCADO COSTA AZUL LJ 336;AUTOSERVICIOS;RUA D'AMORE-MARVIN, 343;PONTA GROSSA;PARANA;2;BRASIL;SUL;PARANA;INTERIOR;PONTA GROSSA;SUPERMERCADO;"";"";"";"";202109;202402;05373292951151;SUPERMERCADO COSTA AZUL LJ 336 S.A.;REDE BETA;Supermercado;COSTA AZUL;PARANA INTERIOR;;NO PUEDE PROMOCIONAR
7337;SUPERMERCADO COSTA AZUL LJ 337;AUTOSERVICIOS;AV STRACKE, 938;LONDRINA;PARANA;5;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;SUPERMERCADO;"";"";"";"";201703;202408;41409330993246;SUPERMERCADO COSTA AZUL LJ 337 S.A.;REDE BETA;Supermercado;COSTA AZUL;PARANA INTERIOR;202408;PUEDE PROMOCIONAR
7338;SUPERMERCADO COSTA AZUL LJ 338;AUTOSERVICIOS;AV MACEJKOVIC, 748;PONTA GROSSA;PARANA;9;BRASIL;SUL;PARANA;INTERIOR;PONTA GROSSA;SUPERMERCADO;"";"";"";"";201801;202404;10489945739599;SUPERMERCADO COSTA AZUL LJ 338 S.A.;REDE BETA;Supermercado;COSTA AZUL;PARANA INTERIOR;202404;PUEDE PROMOCIONAR
7339;SUPERMERCADO COSTA AZUL LJ 339;AUTOSERVICIOS;AVENIDA REMPEL, 472;PELOTAS;RIO GRANDE DO SUL;3;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;PELOTAS;SUPERMERCADO;"";"";"";"";201608;202404;27576237509728;SUPERMERCADO COSTA AZUL LJ 339 S.A.;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
7340;SUPERMERCADO COSTA AZUL LJ 340;AUTOSERVICIOS;R KULAS, 352;RIBEIRAO PRETO;SAO PAULO;4;BRASIL;SUDESTE;SAO PAULO;INTERIOR;RIBEIRAO PRETO;SUPERMERCADO;"";"";"";"";201602;202509;76977657400696;SUPERMERCADO COSTA AZUL LJ 340 S.A.;REDE BETA;Supermercado;COSTA AZUL;SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
7341;SUPERMERCADO COSTA AZUL LJ 341;AUTOSERVICIOS;AVENIDA HEIDENREICH, 161;FEIRA DE SANTANA;BAHIA;3;BRASIL;NORDESTE;BAHIA;INTERIOR;FEIRA DE SANTANA;SUPERMERCADO;"";"";"";"";201907;202508;17499044561852;SUPERMERCADO COSTA AZUL LJ 341 LTDA;REDE BETA;Supermercado;COSTA AZUL;BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
7342;SUPERMERCADO COSTA AZUL LJ 342;AUTOSERVICIOS;AV FUNK, 711;SAO JOSE DOS CAMPOS;SAO PAULO;10;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SAO JOSE DOS CAMPOS;SUPERMERCADO;"";"";"";"";201909;202501;19002522426079;SUPERMERCADO COSTA AZUL LJ 342 S.A.;REDE BETA;Supermercado;COSTA AZUL;SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
7343;SUPERMERCADO COSTA AZUL LJ 343;AUTOSERVICIOS;AVENIDA GOLDNER, 245;LONDRINA;PARANA;1;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;SUPERMERCADO;"";"";"";"";201605;202406;95640906465412;SUPERMERCADO COSTA AZUL LJ 343 LTDA;REDE BETA;Supermercado;COSTA AZUL;PARANA INTERIOR;202406;PUEDE PROMOCIONAR
7344;SUPERMERCADO COSTA AZUL LJ 344;AUTOSERVICIOS;R SWANIAWSKI, 811;GRAVATAI;RIO GRANDE DO SUL;2;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;GRAVATAI;SUPERMERCADO;"";"";"";"";201808;202408;22187664008394;SUPERMERCADO COSTA AZUL LJ 344 S.A.;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL INTERIOR;202408;PUEDE PROMOCIONAR
7345;SUPERMERCADO COSTA AZUL LJ 345;AUTOSERVICIOS;AVENIDA LYNCH, 443;RIBEIRAO PRETO;SAO PAULO;5;BRASIL;SUDESTE;SAO PAULO;INTERIOR;RIBEIRAO PRETO;SUPERMERCADO;"";"";"";"";202105;202404;24231841420421;SUPERMERCADO COSTA AZUL LJ 345 S.A.;REDE BETA;Supermercado;COSTA AZUL;SAO PAULO INTERIOR;202404;PUEDE PROMOCIONAR
7346;SUPERMERCADO COSTA AZUL LJ 346;AUTOSERVICIOS;R SCHAMBERGER, 809;SANTA MARIA;RIO GRANDE DO SUL;6;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;SANTA MARIA;SUPERMERCADO;"";"";"";"";202001;202502;15148100436193;SUPERMERCADO COSTA AZUL LJ 346 LTDA;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL INTERIOR;202502;PUEDE PROMOCIONAR
7347;SUPERMERCADO COSTA AZUL LJ 347;AUTOSERVICIOS;RUA JOHNSON, 967;GRAVATAI;RIO GRANDE DO SUL;7;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;GRAVATAI;SUPERMERCADO;"";"";"";"";201704;202508;29491145370838;SUPERMERCADO COSTA AZUL LJ 347 EIRELI;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
7348;SUPERMERCADO COSTA AZUL LJ 348;AUTOSERVICIOS;AV HAGENES, 523;SAO JOSE DOS CAMPOS;SAO PAULO;2;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SAO JOSE DOS CAMPOS;SUPERMERCADO;"";"";"";"";201602;202501;69088851456320;SUPERMERCADO COSTA AZUL LJ 348 LTDA;REDE BETA;Supermercado;COSTA AZUL;SAO PAULO INTERIOR;202501;PUEDE PROMOCIONAR
7349;SUPERMERCADO COSTA AZUL LJ 349;AUTOSERVICIOS;AVENIDA HAAG, 498;CONTAGEM;MINAS GERAIS;5;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;CONTAGEM;SUPERMERCADO;"";"";"";"";201705;202502;91669261114020;SUPERMERCADO COSTA AZUL LJ 349 S.A.;REDE BETA;Supermercado;COSTA AZUL;MINAS GERAIS INTERIOR;202502;PUEDE PROMOCIONAR
7350;SUPERMERCADO COSTA AZUL LJ 350;AUTOSERVICIOS;RUA MAYER, 613;SANTA MARIA;RIO GRANDE DO SUL;2;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;SANTA MARIA;SUPERMERCADO;"";"";"";"";201501;202409;82003768258458;SUPERMERCADO COSTA AZUL LJ 350 LTDA;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL INTERIOR;202409;PUEDE PROMOCIONAR
7351;SUPERMERCADO COSTA AZUL LJ 351;AUTOSERVICIOS;RUA LEHNER, 383;RIO DE JANEIRO;RIO DE JANEIRO;9;BRASIL;SUDESTE;RIO DE JANEIRO;REGIAO DA CAPITAL;RIO DE JANEIRO;SUPERMERCADO;"";"";"";"";201904;202508;14604631462425;SUPERMERCADO COSTA AZUL LJ 351 LTDA;REDE BETA;Supermercado;COSTA AZUL;RIO DE JANEIRO CAPITAL;202508;PUEDE PROMOCIONAR
7352;SUPERMERCADO COSTA AZUL LJ 352;AUTOSERVICIOS;AVENIDA QUITZON, 17;CURITIBA;PARANA;5;BRASIL;SUL;PARANA;REGIAO DA CAPITAL;CURITIBA;SUPERMERCADO;"";"";"";"";201609;202405;71932363540759;SUPERMERCADO COSTA AZUL LJ 352 S.A.;REDE BETA;Supermercado;COSTA AZUL;PARANA CAPITAL;;NO PUEDE PROMOCIONAR
7353;SUPERMERCADO COSTA AZUL LJ 353;AUTOSERVICIOS;RUA GUTMANN, 391;MARINGA;PARANA;5;BRASIL;SUL;PARANA;INTERIOR;MARINGA;SUPERMERCADO;"";"";"";"";201602;202401;12122588137791;SUPERMERCADO COSTA AZUL LJ 353 S.A.;REDE BETA;Supermercado;COSTA AZUL;PARANA INTERIOR;202401;PUEDE PROMOCIONAR
7354;SUPERMERCADO COSTA AZUL LJ 354;AUTOSERVICIOS;AV ALTENWERTH, 980;LONDRINA;PARANA;6;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;SUPERMERCADO;"";"";"";"";201906;202409;63494770383824;SUPERMERCADO COSTA AZUL LJ 354 EIRELI;REDE BETA;Supermercado;COSTA AZUL;PARANA INTERIOR;;NO PUEDE PROMOCIONAR
7355;SUPERMERCADO COSTA AZUL LJ 355;AUTOSERVICIOS;RUA HERMAN, 444;BELO HORIZONTE;MINAS GERAIS;5;BRASIL;SUDESTE;MINAS GERAIS;REGIAO DA CAPITAL;BELO HORIZONTE;SUPERMERCADO;"";"";"";"";201608;202502;81121237611236;SUPERMERCADO COSTA AZUL LJ 355 LTDA;REDE BETA;Supermercado;COSTA AZUL;MINAS GERAIS CAPITAL;;NO PUEDE PROMOCIONAR
7356;SUPERMERCADO COSTA AZUL LJ 356;AUTOSERVICIOS;AVENIDA HERMAN, 385;CAXIAS DO SUL;RIO GRANDE DO SUL;2;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;CAXIAS DO SUL;SUPERMERCADO;"";"";"";"";201803;202505;82578620267033;SUPERMERCADO COSTA AZUL LJ 356 LTDA;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
7357;SUPERMERCADO COSTA AZUL LJ 357;AUTOSERVICIOS;AV PARISIAN, 568;SAO PAULO;SAO PAULO;3;BRASIL;SUDESTE;SAO PAULO;REGIAO DA CAPITAL;SAO PAULO;SUPERMERCADO;"";"";"";"";201509;202401;15885592719215;SUPERMERCADO COSTA AZUL LJ 357 EIRELI;REDE BETA;Supermercado;COSTA AZUL;SAO PAULO CAPITAL;202401;PUEDE PROMOCIONAR
7358;SUPERMERCADO COSTA AZUL LJ 358;AUTOSERVICIOS;RUA SCHAMBERGER, 129;DUQUE DE CAXIAS;RIO DE JANEIRO;5;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;DUQUE DE CAXIAS;SUPERMERCADO;"";"";"";"";201906;202401;78286604833522;SUPERMERCADO COSTA AZUL LJ 358 LTDA;REDE BETA;Supermercado;COSTA AZUL;RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
7359;SUPERMERCADO COSTA AZUL LJ 359;AUTOSERVICIOS;R GRANT, 757;SANTA MARIA;RIO GRANDE DO SUL;2;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;SANTA MARIA;SUPERMERCADO;"";"";"";"";201503;202503;68865850341238;SUPERMERCADO COSTA AZUL LJ 359 S.A.;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL INTERIOR;202503;PUEDE PROMOCIONAR
7360;SUPERMERCADO COSTA AZUL LJ 360;AUTOSERVICIOS;AV STIEDEMANN, 972;PELOTAS;RIO GRANDE DO SUL;2;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;PELOTAS;SUPERMERCADO;"";"";"";"";201706;202506;61805834288578;SUPERMERCADO COSTA AZUL LJ 360 EIRELI;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
7361;SUPERMERCADO COSTA AZUL LJ 361;AUTOSERVICIOS;R BAHRINGER, 192;PORTO ALEGRE;RIO GRANDE DO SUL;9;BRASIL;SUL;RIO GRANDE DO SUL;REGIAO DA CAPITAL;PORTO ALEGRE;SUPERMERCADO;"";"";"";"";201808;202503;50164750359890;SUPERMERCADO COSTA AZUL LJ 361 EIRELI;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL CAPITAL;;NO PUEDE PROMOCIONAR
7362;SUPERMERCADO COSTA AZUL LJ 362;AUTOSERVICIOS;R SPORER, 786;BELO HORIZONTE;MINAS GERAIS;3;BRASIL;SUDESTE;MINAS GERAIS;REGIAO DA CAPITAL;BELO HORIZONTE;SUPERMERCADO;"";"";"";"";201604;202408;69253135526168;SUPERMERCADO COSTA AZUL LJ 362 LTDA;REDE BETA;Supermercado;COSTA AZUL;MINAS GERAIS CAPITAL;202408;PUEDE PROMOCIONAR
7363;SUPERMERCADO COSTA AZUL LJ 363;AUTOSERVICIOS;AVENIDA HANE, 326;PELOTAS;RIO GRANDE DO SUL;8;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;PELOTAS;SUPERMERCADO;"";"";"";"";202105;202509;08861605202139;SUPERMERCADO COSTA AZUL LJ 363 LTDA;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL INTERIOR;202509;PUEDE PROMOCIONAR
7364;SUPERMERCADO COSTA AZUL LJ 364;AUTOSERVICIOS;AV CHAMPLIN, 915;DUQUE DE CAXIAS;RIO DE JANEIRO;6;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;DUQUE DE CAXIAS;SUPERMERCADO;"";"";"";"";201804;202507;05099724567476;SUPERMERCADO COSTA AZUL LJ 364 EIRELI;REDE BETA;Supermercado;COSTA AZUL;RIO DE JANEIRO INTERIOR;202507;PUEDE PROMOCIONAR
7365;SUPERMERCADO COSTA AZUL LJ 365;AUTOSERVICIOS;R JACOBI, 929;MARINGA;PARANA;4;BRASIL;SUL;PARANA;INTERIOR;MARINGA;SUPERMERCADO;"";"";"";"";201909;202507;97465042790264;SUPERMERCADO COSTA AZUL LJ 365 EIRELI;REDE BETA;Supermercado;COSTA AZUL;PARANA INTERIOR;;NO PUEDE PROMOCIONAR
7366;SUPERMERCADO COSTA AZUL LJ 366;AUTOSERVICIOS;R CUMMINGS, 571;VITORIA DA CONQUISTA;BAHIA;7;BRASIL;NORDESTE;BAHIA;INTERIOR;VITORIA DA CONQUISTA;SUPERMERCADO;"";"";"";"";201906;202502;12039611242982;SUPERMERCADO COSTA AZUL LJ 366 EIRELI;REDE BETA;Supermercado;COSTA AZUL;BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
7367;SUPERMERCADO COSTA AZUL LJ 367;AUTOSERVICIOS;AVENIDA ZIEMANN, 688;CAMPINAS;SAO PAULO;5;BRASIL;SUDESTE;SAO PAULO;INTERIOR;CAMPINAS;SUPERMERCADO;"";"";"";"";202109;202405;94637634942269;SUPERMERCADO COSTA AZUL LJ 367 S.A.;REDE BETA;Supermercado;COSTA AZUL;SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
7368;SUPERMERCADO COSTA AZUL LJ 368;AUTOSERVICIOS;R MAGGIO, 425;PORTO ALEGRE;RIO GRANDE DO SUL;4;BRASIL;SUL;RIO GRANDE DO SUL;REGIAO DA CAPITAL;PORTO ALEGRE;SUPERMERCADO;"";"";"";"";201909;202504;06716024788681;SUPERMERCADO COSTA AZUL LJ 368 S.A.;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL CAPITAL;202504;PUEDE PROMOCIONAR
7369;SUPERMERCADO COSTA AZUL LJ 369;AUTOSERVICIOS;AV KUHN, 597;NITEROI;RIO DE JANEIRO;4;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NITEROI;SUPERMERCADO;"";"";"";"";202002;202504;45069852632682;SUPERMERCADO COSTA AZUL LJ 369 S.A.;REDE BETA;Supermercado;COSTA AZUL;RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
7370;SUPERMERCADO COSTA AZUL LJ 370;AUTOSERVICIOS;R GREENHOLT, 330;SANTA MARIA;RIO GRANDE DO SUL;1;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;SANTA MARIA;SUPERMERCADO;"";"";"";"";201902;202404;62265866677335;SUPERMERCADO COSTA AZUL LJ 370 S.A.;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL INTERIOR;202404;PUEDE PROMOCIONAR
7371;SUPERMERCADO COSTA AZUL LJ 371;AUTOSERVICIOS;AV VEUM, 706;RIBEIRAO PRETO;SAO PAULO;3;BRASIL;SUDESTE;SAO PAULO;INTERIOR;RIBEIRAO PRETO;SUPERMERCADO;"";"";"";"";202105;202409;65258612009744;SUPERMERCADO COSTA AZUL LJ 371 EIRELI;REDE BETA;Supermercado;COSTA AZUL;SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
7372;SUPERMERCADO COSTA AZUL LJ 372;AUTOSERVICIOS;AVENIDA MORISSETTE, 745;PELOTAS;RIO GRANDE DO SUL;3;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;PELOTAS;SUPERMERCADO;"";"";"";"";201905;202409;87036077271334;SUPERMERCADO COSTA AZUL LJ 372 LTDA;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
7373;SUPERMERCADO COSTA AZUL LJ 373;AUTOSERVICIOS;RUA KUNZE, 342;LONDRINA;PARANA;1;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;SUPERMERCADO;"";"";"";"";201704;202409;68394393524743;SUPERMERCADO COSTA AZUL LJ 373 LTDA;REDE BETA;Supermercado;COSTA AZUL;PARANA INTERIOR;;NO PUEDE PROMOCIONAR
7374;SUPERMERCADO COSTA AZUL LJ 374;AUTOSERVICIOS;RUA RITCHIE, 259;SAO JOSE DOS CAMPOS;SAO PAULO;4;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SAO JOSE DOS CAMPOS;SUPERMERCADO;"";"";"";"";201905;202505;22714046003279;SUPERMERCADO COSTA AZUL LJ 374 EIRELI;REDE BETA;Supermercado;COSTA AZUL;SAO PAULO INTERIOR;202505;PUEDE PROMOCIONAR
7375;SUPERMERCADO COSTA AZUL LJ 375;AUTOSERVICIOS;AVENIDA WALTER, 426;CAMAÇARI;BAHIA;4;BRASIL;NORDESTE;BAHIA;INTERIOR;CAMAÇARI;SUPERMERCADO;"";"";"";"";201706;202404;64906876260718;SUPERMERCADO COSTA AZUL LJ 375 EIRELI;REDE BETA;Supermercado;COSTA AZUL;BAHIA INTERIOR;202404;PUEDE PROMOCIONAR
7376;SUPERMERCADO COSTA AZUL LJ 376;AUTOSERVICIOS;AV LARKIN, 197;LONDRINA;PARANA;9;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;SUPERMERCADO;"";"";"";"";201506;202505;46483524849028;SUPERMERCADO COSTA AZUL LJ 376 S.A.;REDE BETA;Supermercado;COSTA AZUL;PARANA INTERIOR;;NO PUEDE PROMOCIONAR
7377;SUPERMERCADO COSTA AZUL LJ 377;AUTOSERVICIOS;RUA GRANT, 315;SANTOS;SAO PAULO;9;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SANTOS;SUPERMERCADO;"";"";"";"";201601;202503;40525051349445;SUPERMERCADO COSTA AZUL LJ 377 EIRELI;REDE BETA;Supermercado;COSTA AZUL;SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
7378;SUPERMERCADO COSTA AZUL LJ 378;AUTOSERVICIOS;AV HAUCK, 224;FEIRA DE SANTANA;BAHIA;10;BRASIL;NORDESTE;BAHIA;INTERIOR;FEIRA DE SANTANA;SUPERMERCADO;"";"";"";"";202009;202504;65099909575347;SUPERMERCADO COSTA AZUL LJ 378 S.A.;REDE BETA;Supermercado;COSTA AZUL;BAHIA INTERIOR;202504;PUEDE PROMOCIONAR
7379;SUPERMERCADO COSTA AZUL LJ 379;AUTOSERVICIOS;RUA HILPERT, 791;VITORIA DA CONQUISTA;BAHIA;5;BRASIL;NORDESTE;BAHIA;INTERIOR;VITORIA DA CONQUISTA;SUPERMERCADO;"";"";"";"";201609;202402;24078165736894;SUPERMERCADO COSTA AZUL LJ 379 S.A.;REDE BETA;Supermercado;COSTA AZUL;BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
7380;SUPERMERCADO COSTA AZUL LJ 380;AUTOSERVICIOS;AV ONDRICKA-YUNDT, 268;RIO DE JANEIRO;RIO DE JANEIRO;1;BRASIL;SUDESTE;RIO DE JANEIRO;REGIAO DA CAPITAL;RIO DE JANEIRO;SUPERMERCADO;"";"";"";"";201501;202506;90062121348156;SUPERMERCADO COSTA AZUL LJ 380 LTDA;REDE BETA;Supermercado;COSTA AZUL;RIO DE JANEIRO CAPITAL;;NO PUEDE PROMOCIONAR
7381;SUPERMERCADO COSTA AZUL LJ 381;AUTOSERVICIOS;AV DIBBERT, 260;SANTOS;SAO PAULO;3;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SANTOS;SUPERMERCADO;"";"";"";"";201807;202506;43264295577170;SUPERMERCADO COSTA AZUL LJ 381 S.A.;REDE BETA;Supermercado;COSTA AZUL;SAO PAULO INTERIOR;202506;PUEDE PROMOCIONAR
7382;SUPERMERCADO COSTA AZUL LJ 382;AUTOSERVICIOS;RUA SATTERFIELD, 139;PELOTAS;RIO GRANDE DO SUL;4;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;PELOTAS;SUPERMERCADO;"";"";"";"";202103;202406;51486519266513;SUPERMERCADO COSTA AZUL LJ 382 S.A.;REDE BETA;Supermercado;COSTA AZUL;RIO GRANDE DO SUL INTERIOR;202406;PUEDE PROMOCIONAR
